;Q_in,BHKW;Q_in,SLK;P_out;P_in
2016-02-27 14:00:00;26.7007197585;0.0;11.5;0.0
2016-02-27 15:00:00;26.7007197585;0.0;11.5;0.0
2016-02-27 16:00:00;26.7007197585;0.0;10.6888003848;0.0
2016-02-27 17:00:00;32.623117609;0.0;14.6006247344;0.0
2016-02-27 18:00:00;39.0;0.0;17.9391912692;0.0
2016-02-27 19:00:00;39.0;0.0;17.9391912692;0.0
2016-02-27 20:00:00;35.6537488866;0.0;16.1872878626;0.0
2016-02-27 21:00:00;32.623117609;0.0;14.6006247344;0.0
2016-02-27 22:00:00;31.526056513;0.0;14.0262670409;0.0
2016-02-27 23:00:00;26.7007197585;0.0;11.3792663107;0.0
2016-02-28 00:00:00;26.7007197585;0.0;11.1987107551;0.0
2016-02-28 01:00:00;26.7007197585;0.0;11.2997208561;0.0
2016-02-28 02:00:00;26.7007197585;0.0;10.8956804521;0.0
2016-02-28 03:00:00;26.7007197585;0.0;10.7227006541;0.0
2016-02-28 04:00:00;26.7007197585;0.0;10.2681551995;0.0
2016-02-28 05:00:00;26.7007197585;0.0;9.61158954298;0.0
2016-02-28 06:00:00;26.7007197585;0.0;9.05603398742;0.0
2016-02-28 07:00:00;26.7007197585;0.0;8.70249863389;0.0
2016-02-28 08:00:00;26.7007197585;0.0;8.4696969697;0.0
2016-02-28 09:00:00;26.7007197585;0.0;11.5;0.0
2016-02-28 10:00:00;26.7007197585;0.0;11.5;0.0
2016-02-28 11:00:00;26.7007197585;0.0;11.5;0.0
2016-02-28 12:00:00;0.0;3.40909090909;0.0;1.33338036296
2016-02-28 13:00:00;0.0;3.40909090909;0.0;0.0651497898092
2016-02-28 14:00:00;0.0;2.99290238958;0.0;0.0
2016-02-28 15:00:00;0.0;3.40909090909;0.0;0.191259126573
2016-02-28 16:00:00;26.7007197585;0.0;11.2782562096;0.0
2016-02-28 17:00:00;26.7007197585;0.0;10.9752259066;0.0
2016-02-28 18:00:00;33.354491673;0.0;14.9835298634;0.0
2016-02-28 19:00:00;36.0971444128;0.0;16.419424097;0.0
2016-02-28 20:00:00;26.7007197585;0.0;11.5;0.0
2016-02-28 21:00:00;26.7007197585;0.0;11.5;0.0
2016-02-28 22:00:00;26.7007197585;0.0;11.5;0.0
2016-02-28 23:00:00;26.7007197585;0.0;11.5;0.0
2016-02-29 00:00:00;26.7007197585;0.0;11.0257309571;0.0
2016-02-29 01:00:00;26.7007197585;0.0;10.4701754016;0.0
2016-02-29 02:00:00;26.7007197585;0.0;10.217650149;0.0
2016-02-29 03:00:00;26.7007197585;0.0;10.217650149;0.0
2016-02-29 04:00:00;26.7007197585;0.0;10.4196703511;0.0
2016-02-29 05:00:00;26.7007197585;0.0;9.38052893692;0.0
2016-02-29 06:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 07:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 08:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 09:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 10:00:00;36.2799879288;0.0;16.5151503793;0.0
2016-02-29 11:00:00;31.5311088452;0.0;14.0289121496;0.0
2016-02-29 12:00:00;34.8172398009;0.0;15.7493401213;0.0
2016-02-29 13:00:00;26.7007197585;0.0;11.5;0.0
2016-02-29 14:00:00;26.7007197585;0.0;11.5;0.0
2016-02-29 15:00:00;26.7007197585;0.0;11.5;0.0
2016-02-29 16:00:00;26.8491064332;0.0;11.5776866744;0.0
2016-02-29 17:00:00;36.4654442944;0.0;16.6122445983;0.0
2016-02-29 18:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 19:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 20:00:00;39.0;0.0;17.9391912692;0.0
2016-02-29 21:00:00;38.4741101207;0.0;17.6638657662;0.0
2016-02-29 22:00:00;33.7201787049;0.0;15.1749824278;0.0
2016-02-29 23:00:00;26.7007197585;0.0;11.2782562096;0.0
2016-03-01 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 01:00:00;28.0520297092;0.0;12.2074676782;0.0
2016-03-01 02:00:00;26.7007197585;0.0;11.0257309571;0.0
2016-03-01 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 06:00:00;35.2606353272;0.0;15.9814763558;0.0
2016-03-01 07:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 08:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 11:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 12:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 13:00:00;39.0;0.0;17.9391912692;0.0
2016-03-01 14:00:00;35.88884398;0.0;16.3103700465;0.0
2016-03-01 15:00:00;37.3770490248;0.0;17.0895080728;0.0
2016-03-01 16:00:00;39.0;0.688853715041;17.9391912692;0.0
2016-03-01 17:00:00;38.8397971527;0.0;17.8553183307;0.0
2016-03-01 18:00:00;38.6569536367;0.0;17.7595920485;0.0
2016-03-01 19:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 20:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 21:00:00;26.7007197585;0.0;11.5;0.0
2016-03-01 22:00:00;26.7007197585;0.0;9.46007439147;0.0
2016-03-01 23:00:00;26.7007197585;0.0;10.8237107551;0.0
2016-03-02 00:00:00;26.7007197585;0.0;8.4696969697;0.0
2016-03-02 01:00:00;26.7007197585;0.0;11.0977006541;0.0
2016-03-02 02:00:00;26.7007197585;0.0;10.7441653006;0.0
2016-03-02 03:00:00;26.7007197585;0.0;8.50410888537;0.0
2016-03-02 04:00:00;26.7007197585;0.0;10.5711855026;0.0
2016-03-02 05:00:00;26.7007197585;0.0;10.3477006541;0.0
2016-03-02 06:00:00;26.7007197585;0.0;11.5;0.0
2016-03-02 07:00:00;26.7007197585;0.0;11.5;0.0
2016-03-02 08:00:00;37.0113619928;0.0;16.8980555083;0.0
2016-03-02 09:00:00;34.8172398009;0.0;15.7493401213;0.0
2016-03-02 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-02 11:00:00;39.0;0.0;17.9391912692;0.0
2016-03-02 12:00:00;39.0;0.0;17.9391912692;0.0
2016-03-02 13:00:00;33.4596266947;0.0;15.0385724756;0.0
2016-03-02 14:00:00;34.7395313066;0.0;15.7086564514;0.0
2016-03-02 15:00:00;37.9255795728;0.0;17.3766869195;0.0
2016-03-02 16:00:00;38.8397971527;0.0;17.8553183307;0.0
2016-03-02 17:00:00;39.0;0.632035533223;17.9391912692;0.0
2016-03-02 18:00:00;39.0;0.0638537150413;17.9391912692;0.0
2016-03-02 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-02 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-02 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-02 22:00:00;33.171648157;0.0;14.8878035811;0.0
2016-03-02 23:00:00;30.0633083851;0.0;13.2604567829;0.0
2016-03-03 00:00:00;26.7007197585;0.0;11.4297713612;0.0
2016-03-03 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-03 02:00:00;26.7007197585;0.0;11.3287612602;0.0
2016-03-03 03:00:00;26.7007197585;0.0;11.3287612602;0.0
2016-03-03 04:00:00;26.7007197585;0.0;10.4701754016;0.0
2016-03-03 05:00:00;26.7007197585;0.0;9.96512489652;0.0
2016-03-03 06:00:00;36.6456749608;0.0;16.7066029438;0.0
2016-03-03 07:00:00;39.0;0.0638537150413;17.9391912692;0.0
2016-03-03 08:00:00;39.0;0.518399169587;17.9391912692;0.0
2016-03-03 09:00:00;38.2912666047;0.0;17.568139484;0.0
2016-03-03 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 11:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 12:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 13:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 14:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 15:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 16:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-03 22:00:00;31.2655045028;0.0;13.8898570887;0.0
2016-03-03 23:00:00;26.7007197585;0.0;11.5;0.0
2016-03-04 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-04 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-04 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-04 03:00:00;26.7007197585;0.0;11.2277511591;0.0
2016-03-04 04:00:00;26.7007197585;0.0;10.0661349975;0.0
2016-03-04 05:00:00;26.7007197585;0.0;9.35906429046;0.0
2016-03-04 06:00:00;36.6456749608;0.0;16.7066029438;0.0
2016-03-04 07:00:00;38.8397971527;0.0;17.8553183307;0.0
2016-03-04 08:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 11:00:00;26.7007197585;0.0;11.5;0.0
2016-03-04 12:00:00;0.0;3.40740226975;0.0;0.0
2016-03-04 13:00:00;26.7007197585;0.0;11.5;0.0
2016-03-04 14:00:00;27.1996275658;0.0;11.7611992518;0.0
2016-03-04 15:00:00;32.9265557504;0.0;14.7594873826;0.0
2016-03-04 16:00:00;34.0858657369;0.0;15.3664349923;0.0
2016-03-04 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-04 21:00:00;31.3432129971;0.0;13.9305407587;0.0
2016-03-04 22:00:00;29.5147778371;0.0;12.9732779362;0.0
2016-03-04 23:00:00;26.7721250973;0.0;11.5373837025;0.0
2016-03-05 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 03:00:00;26.7007197585;0.0;11.4007309571;0.0
2016-03-05 04:00:00;26.7007197585;0.0;11.3792663107;0.0
2016-03-05 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 06:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 07:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 08:00:00;38.4741101207;0.0;17.6638657662;0.0
2016-03-05 09:00:00;37.1942055088;0.0;16.9937817905;0.0
2016-03-05 10:00:00;36.8285184768;0.0;16.802329226;0.0
2016-03-05 11:00:00;35.9143008969;0.0;16.3236978148;0.0
2016-03-05 12:00:00;32.805961125;0.0;14.6963510166;0.0
2016-03-05 13:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 14:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 15:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 16:00:00;26.7007197585;0.0;11.5;0.0
2016-03-05 17:00:00;37.6650275625;0.0;17.2402769673;0.0
2016-03-05 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-05 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-05 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-05 21:00:00;30.7946824491;0.0;13.6433619119;0.0
2016-03-05 22:00:00;28.4177167412;0.0;12.3989202427;0.0
2016-03-05 23:00:00;26.7007197585;0.0;11.4297713612;0.0
2016-03-06 00:00:00;26.7007197585;0.0;11.2997208561;0.0
2016-03-06 01:00:00;26.7007197585;0.0;11.4512360076;0.0
2016-03-06 02:00:00;26.7007197585;0.0;11.4007309571;0.0
2016-03-06 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 06:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 07:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 08:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 09:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 10:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 11:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 12:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 13:00:00;26.7007197585;0.0;11.5;0.0
2016-03-06 14:00:00;26.7007197585;0.0;10.2668713936;0.0
2016-03-06 15:00:00;26.7007197585;0.0;9.86411479551;0.0
2016-03-06 16:00:00;26.7007197585;0.0;9.10653903793;0.0
2016-03-06 17:00:00;26.7007197585;0.0;9.30855923995;0.0
2016-03-06 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-06 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-06 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-06 21:00:00;30.7946824491;0.0;13.6433619119;0.0
2016-03-06 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-06 23:00:00;26.7007197585;0.0;11.1482057046;0.0
2016-03-07 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-07 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-07 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-07 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-07 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-07 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-07 06:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 07:00:00;39.0;0.380615078678;17.9391912692;0.0
2016-03-07 08:00:00;39.0;0.0638537150413;17.9391912692;0.0
2016-03-07 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 11:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 12:00:00;35.0305793823;0.0;15.8610323783;0.0
2016-03-07 13:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 14:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 15:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 16:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-07 23:00:00;27.9743212149;0.0;12.1667840083;0.0
2016-03-08 00:00:00;27.0601036349;0.0;11.6881525971;0.0
2016-03-08 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-08 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-08 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-08 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-08 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-08 06:00:00;36.2799879288;0.0;16.5151503793;0.0
2016-03-08 07:00:00;39.0;0.461580987769;17.9391912692;0.0
2016-03-08 08:00:00;39.0;0.234308260496;17.9391912692;0.0
2016-03-08 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 11:00:00;31.0826609868;0.0;13.7941308065;0.0
2016-03-08 12:00:00;28.3634585787;0.0;12.3705138092;0.0
2016-03-08 13:00:00;31.3432129971;0.0;13.9305407587;0.0
2016-03-08 14:00:00;33.537335189;0.0;15.0792561456;0.0
2016-03-08 15:00:00;27.5389312299;0.0;11.9388390119;0.0
2016-03-08 16:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 21:00:00;35.2880618546;0.0;15.9958352981;0.0
2016-03-08 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-08 23:00:00;29.1490908052;0.0;12.7818253717;0.0
2016-03-09 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-09 01:00:00;26.7721250973;0.0;11.5373837025;0.0
2016-03-09 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-09 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-09 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-09 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-09 06:00:00;36.8285184768;0.0;16.802329226;0.0
2016-03-09 07:00:00;38.8397971527;0.0;17.8553183307;0.0
2016-03-09 08:00:00;39.0;0.0375789020563;17.9391912692;0.0
2016-03-09 09:00:00;27.9429599282;0.0;12.1503650537;0.0
2016-03-09 10:00:00;0.0;2.87389782606;0.0;0.0
2016-03-09 11:00:00;0.0;0.0;0.0;0.0
2016-03-09 12:00:00;0.0;0.0;0.0;0.0
2016-03-09 13:00:00;0.0;0.0;0.0;0.0
2016-03-09 14:00:00;0.0;0.676693259971;0.0;0.0
2016-03-09 15:00:00;0.0;2.58604044056;0.0;0.0
2016-03-09 16:00:00;26.7007197585;0.0;11.5;0.0
2016-03-09 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-09 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-09 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-09 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-09 21:00:00;30.4289954171;0.0;13.4519093474;0.0
2016-03-09 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-09 23:00:00;27.4257906669;0.0;11.8796051615;0.0
2016-03-10 00:00:00;26.7007197585;0.0;11.4512360076;0.0
2016-03-10 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 06:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 07:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 08:00:00;38.9769297897;0.0;17.9271130424;0.0
2016-03-10 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 10:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 11:00:00;29.8604162488;0.0;13.1542342035;0.0
2016-03-10 12:00:00;27.5452323308;0.0;11.9421379036;0.0
2016-03-10 13:00:00;29.9493494362;0.0;13.2007944731;0.0
2016-03-10 14:00:00;28.7834037732;0.0;12.5903728072;0.0
2016-03-10 15:00:00;29.8804648691;0.0;13.1647305007;0.0
2016-03-10 16:00:00;30.2461519011;0.0;13.3561830652;0.0
2016-03-10 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-10 21:00:00;30.0633083851;0.0;13.2604567829;0.0
2016-03-10 22:00:00;26.7007197585;0.0;11.5;0.0
2016-03-10 23:00:00;26.7007197585;0.0;11.5;0.0
2016-03-11 00:00:00;27.0601036349;0.0;11.6881525971;0.0
2016-03-11 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-11 02:00:00;26.7007197585;0.0;11.1772461086;0.0
2016-03-11 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-11 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-11 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-11 06:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 07:00:00;39.0;0.266978715041;17.9391912692;0.0
2016-03-11 08:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 11:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 12:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 13:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 14:00:00;26.7007197585;0.0;11.5;0.0
2016-03-11 15:00:00;30.2259646401;0.0;13.3456141837;0.0
2016-03-11 16:00:00;28.7834037732;0.0;12.5903728072;0.0
2016-03-11 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-11 23:00:00;27.1378121292;0.0;11.728836267;0.0
2016-03-12 00:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-12 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-12 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-12 04:00:00;29.1490908052;0.0;12.7818253717;0.0
2016-03-12 05:00:00;33.7201787049;0.0;15.1749824278;0.0
2016-03-12 06:00:00;33.9030222209;0.0;15.2707087101;0.0
2016-03-12 07:00:00;35.5486138649;0.0;16.1322452503;0.0
2016-03-12 08:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 11:00:00;33.5958411879;0.0;15.1098865004;0.0
2016-03-12 12:00:00;26.7007197585;0.0;11.5;0.0
2016-03-12 13:00:00;0.0;0.0;0.0;0.0
2016-03-12 14:00:00;0.0;0.0;0.0;0.0
2016-03-12 15:00:00;0.0;0.0;0.0;0.0
2016-03-12 16:00:00;0.0;1.92534832204;0.0;0.0
2016-03-12 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-12 23:00:00;39.0;0.0;17.9391912692;0.0
2016-03-13 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 04:00:00;26.7007197585;0.0;11.2492158056;0.0
2016-03-13 05:00:00;26.7007197585;0.0;11.1267410581;0.0
2016-03-13 06:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 07:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 08:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 09:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 10:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 11:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 12:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 13:00:00;0.0;2.52639968899;0.0;0.0
2016-03-13 14:00:00;0.0;0.0;0.0;0.0
2016-03-13 15:00:00;0.0;0.0682300320886;0.0;0.0
2016-03-13 16:00:00;0.0;2.04151985042;0.0;0.0
2016-03-13 17:00:00;26.7007197585;0.0;11.5;0.0
2016-03-13 18:00:00;30.7169739548;0.0;13.602678242;0.0
2016-03-13 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-13 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-13 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-13 22:00:00;39.0;0.0;17.9391912692;0.0
2016-03-13 23:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 04:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 05:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 06:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 07:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 08:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 11:00:00;27.8691861932;0.0;12.111741396;0.0
2016-03-14 12:00:00;28.6005602572;0.0;12.494646525;0.0
2016-03-14 13:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 14:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 15:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 16:00:00;30.2461519011;0.0;13.3561830652;0.0
2016-03-14 17:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 21:00:00;39.0;0.0;17.9391912692;0.0
2016-03-14 22:00:00;26.7007197585;0.0;11.5;0.0
2016-03-14 23:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 03:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 04:00:00;26.7007197585;0.0;11.0257309571;0.0
2016-03-15 05:00:00;29.6976213531;0.0;13.0690042184;0.0
2016-03-15 06:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 07:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 08:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 09:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 10:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 11:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 12:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 13:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 14:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 15:00:00;28.7834037732;0.0;12.5903728072;0.0
2016-03-15 16:00:00;26.7007197585;0.0;11.5;0.0
2016-03-15 17:00:00;27.6764020309;0.0;12.0108107667;0.0
2016-03-15 18:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 19:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 20:00:00;39.0;0.0;17.9391912692;0.0
2016-03-15 21:00:00;30.0633083851;0.0;13.2604567829;0.0
2016-03-15 22:00:00;27.5034991612;0.0;11.9202888315;0.0
2016-03-15 23:00:00;26.7007197585;0.0;11.5;0.0
2016-03-16 00:00:00;26.7007197585;0.0;11.5;0.0
2016-03-16 01:00:00;26.7007197585;0.0;11.5;0.0
2016-03-16 02:00:00;26.7007197585;0.0;11.5;0.0
2016-03-16 03:00:00;26.7007197585;0.0;11.5;0.0
