id;source;source_id;target;target_id;design;offdesign;design_path;local_design;local_offdesign;label;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;water;water0;water_set;balance
0x0000022FA1A94688;cycle closer;out1;high pressure turbine;in1;['p'];[];nan;False;False;cycle closer:out1_high pressure turbine:in1;66.62610324255165;kg / s;False;66.62610324255165;True;nan;nan;nan;False;80.52103050986581;bar;False;80.52103050986581;False;nan;nan;nan;False;3521.323306958646;kJ / kg;False;3521.323306958646;False;nan;nan;nan;False;550.0000000884708;C;False;550.0000000884708;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.989100972218052;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;False
0x0000022FA1A94D08;high pressure turbine;out1;extraction splitter;in1;['p'];[];nan;False;False;high pressure turbine:out1_extraction splitter:in1;66.62610324255165;kg / s;False;66.62610324255165;False;nan;nan;nan;False;8.003452639347936;bar;False;8.003452639347936;False;nan;nan;nan;False;2934.5423507389473;kJ / kg;False;2934.5423507389473;False;nan;nan;nan;False;242.6513805301703;C;False;242.6513805301703;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;19.217404224206486;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1A9C3C8;extraction splitter;out1;preheater;in1;[];[];nan;False;False;extraction splitter:out1_preheater:in1;9.635419825800303;kg / s;False;9.635419825800303;False;nan;nan;nan;False;8.003452639347936;bar;False;8.003452639347936;False;nan;nan;nan;False;2934.5423507389473;kJ / kg;False;2934.5423507389473;False;nan;nan;nan;False;242.6513805301703;C;False;242.6513805301703;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.7792073774483907;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1A9CA48;extraction splitter;out2;low pressure turbine;in1;[];[];nan;False;False;extraction splitter:out2_low pressure turbine:in1;56.99068341675135;kg / s;False;56.99068341675135;False;nan;nan;nan;False;8.003452639347936;bar;False;8.003452639347936;False;nan;nan;nan;False;2934.5423507389473;kJ / kg;False;2934.5423507389473;False;nan;nan;nan;False;242.6513805301703;C;False;242.6513805301703;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;16.4381968467581;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA19325C8;preheater;out1;valve;in1;[];[];nan;False;False;preheater:out1_valve:in1;9.635419825800303;kg / s;False;9.635419825800303;False;nan;nan;nan;False;7.923418112954458;bar;False;7.923418112954458;False;nan;nan;nan;False;719.119088387987;kJ / kg;False;719.119088387987;False;nan;nan;nan;False;170.0080847973275;C;False;170.0080847973275;False;nan;nan;nan;False;3.991874426199968e-15;-;False;nan;False;nan;nan;nan;False;0.010736529269603714;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB53C8;valve;out1;waste steam merge;in2;[];[];nan;False;False;valve:out1_waste steam merge:in2;9.635419825800303;kg / s;False;9.635419825800303;False;nan;nan;nan;False;0.7190881146302233;bar;False;0.7190881146302233;False;nan;nan;nan;False;719.119088387987;kJ / kg;False;719.119088387987;False;nan;nan;nan;False;90.64138335446717;C;False;90.64138335446717;False;nan;nan;nan;False;0.14879676942368875;-;False;nan;False;nan;nan;nan;False;3.3146703404488185;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB5988;low pressure turbine;out1;waste steam merge;in1;[];[];nan;False;False;low pressure turbine:out1_waste steam merge:in1;56.990683416751345;kg / s;False;56.990683416751345;False;nan;nan;nan;False;0.7190881146302233;bar;False;0.7190881146302233;False;nan;nan;nan;False;2537.997588164963;kJ / kg;False;2537.997588164963;False;nan;nan;nan;False;90.64138335446711;C;False;90.64138335446711;False;nan;nan;nan;False;0.9462582090535543;-;False;nan;False;nan;nan;nan;False;124.36141162196495;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB5F48;waste steam merge;out1;condenser;in1;[];[];nan;False;False;waste steam merge:out1_condenser:in1;66.62610324255165;kg / s;False;66.62610324255165;False;nan;nan;nan;False;0.7190881146302234;bar;False;0.7190881146302234;False;nan;nan;nan;False;2274.952668763464;kJ / kg;False;2274.952668763464;False;nan;nan;nan;False;90.64138335446711;C;False;90.64138335446711;False;nan;nan;nan;False;0.8309299009016011;-;False;nan;False;nan;nan;nan;False;127.67608196241379;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB5108;condenser;out1;pump;in1;[];[];nan;False;False;condenser:out1_pump:in1;66.62610324255165;kg / s;False;66.62610324255165;False;nan;nan;nan;False;0.7118972334839235;bar;False;0.7118972334839235;False;nan;nan;nan;False;378.62103088710876;kJ / kg;False;378.62103088710876;False;nan;nan;nan;False;90.37590846292056;C;False;90.37590846292056;False;nan;nan;nan;False;3.2306345887576452e-15;-;False;nan;False;nan;nan;nan;False;0.06903954188366546;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1ABCB48;pump;out1;preheater;in2;[];[];nan;False;False;pump:out1_preheater:in2;66.62610324255165;kg / s;False;66.62610324255165;False;nan;nan;nan;False;85.43444957287444;bar;False;85.43444957287444;False;nan;nan;nan;False;389.9289720791287;kJ / kg;False;389.9289720791287;False;nan;nan;nan;False;91.51083192674145;C;False;91.51083192674145;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.06881986760265665;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
