label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;30294.31097389872;False;False;0.49690379706464743;False;False;1.005;True;False;0;False;False;0x000002701315AA88;False;nan;0x000002701303B348;True;m;51.180573191008186;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;15934.923092690156;False;False;0.8039933236190963;False;False;1.6243277752007288;False;False;0;False;False;0x00000270144FD5C8;False;nan;0x0000027011B23608;True;m;9.385499219660437;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;61850.13125085248;False;False;0.8039933236190946;False;False;5.000000000000004;True;False;0;False;False;0x0000027011A2B308;False;nan;0x0000027011B23608;True;m;26.21999516552257;False
