label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-15445895.911964836;False;False;1709328.5336958654;False;False;9.036235929770694;False;False;14.815461368196964;False;False;4.9999999999998295;True;False;0.999;True;False;0.9900000000000001;True;False;6.214044479021347e-05;False;False;119.52663256114572;False;False;0x0000018DD20E6948;False;m;0x0000018DD20E6508;False;m;-54124.397462818946;False;56548.17798618607;False;2423.7805233671243;False;nan;False
superheater;heat_exchanger;[];[];[];[];['pr1', 'pr2', 'ttd_u'];['zeta1', 'zeta2', 'kA'];nan;False;False;-691175.498497407;False;False;108002.0127499462;False;False;6.399653866615104;False;False;1.9999999999043325;True;False;14.815461368196964;False;False;0.9990000000000001;True;False;0.99;True;False;6.115332187174561e-05;False;False;44.56194255068508;False;False;0x0000018DD4572E08;False;m;0x0000018DD4572908;False;m;-1949.1999643006407;False;2563.223435302338;False;614.0234710016975;False;nan;False
intercooler;heat_exchanger;[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-5270146.151977422;False;False;76520.99455226577;False;False;68.87189826548556;False;False;115.45777916654544;False;False;36.904545754632466;False;False;0.99;True;False;0.9990000000000001;True;False;692.7131442578269;False;False;0.0011563269013116651;False;False;0x0000018DD1EF1908;False;m;0x0000018DD4572148;False;m;-14240.185822791384;False;17923.60805589753;False;3683.4222331061465;False;nan;False
