label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;['total compressor power'];[None];[488792.61894963856];['0x0000018DD4B83908'];['eta_s'];['eta_s_char'];nan;False;False;488792.61894963856;False;False;0.6500000000003201;True;False;1.0020030040050059;False;False;0;False;False;0x0000018DD1EF18C8;False;nan;0x0000018DD4572048;False;m;593.2786932139765;False
compressor 1;compressor;['total compressor power'];[None];[5512303.109315838];['0x0000018DD48529C8'];['eta_s'];['eta_s_char'];nan;False;False;5512303.109315838;False;False;0.8499999999999953;True;False;4.486725405070043;False;False;0;False;False;0x0000018DD20AC748;False;nan;0x0000018DD4572A88;False;m;2013.8579324926316;False
compressor 2;compressor;['total compressor power'];[None];[3620560.4445348987];['0x0000018DD011BBC8'];['eta_s'];['eta_s_char'];nan;False;False;3620560.4445348987;False;False;0.9000000000000009;True;False;3.0;True;False;0;False;False;0x0000018DD1EF1A48;False;nan;0x0000018DD45720C8;False;m;861.1988888577836;False
