label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;['total compressor power'];[None];[4104.325276188807];['0x0000018DD1F84948'];['eta_s'];['eta_s_char'];nan;False;False;4104.325276188807;False;False;0.8000000023040857;True;False;1.0203040506070808;False;False;0x0000018DD1EC67C8;False;nan;0x0000018DD4572B88;False;nan;2.463939377950021;False
evaporator reciculation pump;pump;['total compressor power'];[None];[211.18766439035193];['0x0000018DD1F843C8'];['eta_s'];['eta_s_char'];nan;False;False;211.18766439035193;False;False;0.7999999999094967;True;False;1.01010101010101;False;False;0x0000018DD4572648;False;nan;0x0000018DD45724C8;False;nan;0.15463137971464955;False
