;CCET_P_max_woDH;CCET_eta_el_max;CCET_P_min_woDH;CCET_eta_el_min;CCET_H_L_FG_share_max;CCET_Q_CW_min;CCET_beta;CCET_Q_in
101;368.9675600374023;0.5359557185176498;139.53599415120374;0.44073164191219005;0.17676340193196272;29699136.224694997;0.12077707955901736;688.42918787749
102;370.8852006204967;0.5387484543858676;139.35138835255646;0.4401485462173828;0.17716882882083318;29855947.78294003;0.1272655292662465;688.4199807928501
103;370.520631365217;0.5382188406540147;139.166249067702;0.4395637654701061;0.1775744365233678;30012170.330919743;0.12771568689173202;688.4200317383542
104;370.1535515929672;0.5376855709101752;138.9807091300606;0.43897771929478835;0.1779801499628645;30167869.548944294;0.12815934711038837;688.4200946035883
105;369.7837660444966;0.5371483611762189;138.79468101181067;0.4383901312210115;0.17838603031144973;30322995.4155311;0.12859538364008674;688.4201698665966
106;369.41109045202023;0.5366069434475698;138.6085558420995;0.43780223689941355;0.17878899744887755;30479668.090736777;0.12903112756047824;688.4202579986077
107;369.03494626320514;0.5360604762208593;138.41881937095613;0.4372029362895405;0.1791827585433342;30642219.61632344;0.1294592509665119;688.4203604504526
108;368.65421400854717;0.5355073312015417;138.22814923057393;0.4366006866668148;0.17957413112181986;30805954.997775197;0.12987707855106573;688.4204800359713
109;368.2701138779229;0.5349492831358995;138.03713656455255;0.43599735518251886;0.1799659968593681;30968902.508491844;0.13028561263502678;688.4206138554014
110;367.8823554576199;0.5343859098072684;137.84575434581785;0.4353928564711841;0.18035821093489224;31131119.65199223;0.13068387152225816;688.4207624229845
111;367.4745745022404;0.5337934486176985;137.6539981955147;0.43478717669856665;0.1807508992207154;31292551.776000023;0.13102852821874267;688.4209153444008
112;367.07171221459095;0.5332081470215979;137.4619000397738;0.43418041670258917;0.18114405393142385;31453204.40588498;0.13138570382720788;688.4210495750781
113;366.719463509174;0.5326964622609212;137.2694285144747;0.4335724774002812;0.18153769669960007;31613053.164610982;0.1318759978184805;688.421060565539
114;366.36709928155955;0.532184605214123;137.0766235494734;0.4329634849235582;0.1819318869687513;31772055.358664155;0.1323652501100397;688.4210773706103
115;366.01317040361465;0.531670452819056;136.88393950519014;0.4323548743757001;0.182320965456779;31933517.18493837;0.1328506376458738;688.4211233912227
116;365.6503261753696;0.5311432282753406;136.69167537552858;0.4317475900523029;0.18267666961807094;32113754.687225133;0.13330454342260073;688.4213272616917
117;365.28712177417043;0.5306154764293892;136.49910210779353;0.43113932930727505;0.183032923001619;32293166.483103752;0.13375706184534553;688.4215368768657
118;364.93207761409144;0.5300995903019398;136.3062583416865;0.43053021418157794;0.1833984054743879;32469488.036493152;0.1342405313440167;688.4217311057146
119;364.5784759829584;0.5295858022106109;136.11309934268508;0.42992010337693565;0.18377065135930792;32643214.75195104;0.13473387099007977;688.4219223044225
120;364.2245687229427;0.5290715673280871;135.91964267034774;0.4293090523535474;0.18414326752375776;32816084.89943683;0.1352253051027999;688.4221175640691
121;363.8711283343115;0.5285580078690092;135.72583222395426;0.42869688389533406;0.1845162738924948;32988087.51148063;0.13571656454594336;688.4223167885264
122;363.51811917594836;0.5280450720415689;135.53169082000466;0.4280836700740186;0.18488969479857664;33159210.281110883;0.1362076248817075;688.4225200142223
123;363.16482445516135;0.527531718874729;135.3373206457922;0.42746973370374397;0.18526376292199265;33329375.052741706;0.13669724605144212;688.422726940142
124;359.7666121842552;0.52258706594671;135.14256231580907;0.42685457131079907;0.18563839213009958;33498604.67159745;0.12912993426921335;688.4338240031028
