;CCET_P_max_woDH;CCET_eta_el_max;CCET_P_min_woDH;CCET_eta_el_min;CCET_H_L_FG_share_max;CCET_Q_CW_min;CCET_beta;CCET_Q_in
66;384.98531536577167;0.5592278547039452;146.0882658479027;0.46142773149223015;0.16402218566451376;23692772.01580274;0.11679787845390871;688.4229963287193
67;384.5541281707804;0.5586013618535408;145.8966922283489;0.46082262098696014;0.16433717002823756;23869061.753014296;0.11681713603619943;688.4231841017357
68;384.1163832273051;0.5579653446422982;145.70551640863846;0.46021876773546605;0.1646573201558208;24049578.28470084;0.11686558435934202;688.423370583267
69;383.6813232078615;0.557333233493776;145.51402122908132;0.4596139057319112;0.16498053450087524;24229097.433811605;0.11692327912483136;688.4235501311555
70;383.2358800220224;0.5566860349890624;145.32203278781412;0.45900748574890227;0.16530219515196365;24408635.488805264;0.11694910880036663;688.4237360643547
71;382.7891785737416;0.5560370170071944;145.13026486839405;0.45840176254199966;0.16563871395257157;24584735.565458685;0.11699208189469991;688.4239121957393
72;382.3329480919766;0.5553741464144287;144.93831176924883;0.4577954546422673;0.1659775208901345;24761925.29133296;0.1170248210153606;688.4241021307354
73;381.87511862946434;0.5547089496905507;144.74665481032585;0.4571900825476036;0.16631125074176878;24941926.8511993;0.11706201116383824;688.4242968181724
74;381.4157562886343;0.5540415235942278;144.5554685600111;0.4565861976276708;0.1666408637145157;25124308.46565175;0.11710433607181717;688.4244953596256
75;380.96942130983706;0.5533930496316117;144.36432766502853;0.45598245609494675;0.16698392172094967;25303345.498597503;0.11719784056859175;688.4246586823681
76;380.5254113700267;0.5527479611348294;144.17340656754982;0.45537940899941803;0.16733554708221943;25480134.12746513;0.1173091526165175;688.4248122576191
77;380.0674863701593;0.552082637929495;143.982734443086;0.4547771483701432;0.1676870704885205;25656597.710662752;0.11738459849140453;688.4249933950953
78;379.6003735301415;0.5514039544229686;143.79251615615414;0.4541763214932381;0.16803693207077974;25833929.83276066;0.11744145402853914;688.4251926110766
79;379.12737906606685;0.550716718228827;143.60314458776995;0.4535781697017329;0.16838078861411243;26015226.733544916;0.11749938835999575;688.4254036910071
80;378.65574999953526;0.5500314686903581;143.4141186922952;0.4529811098897765;0.16872720985767897;26195455.518572688;0.1175646641451089;688.4256111766227
81;378.20373361128287;0.5493747508117447;143.22552740750098;0.45238542299454704;0.1690940107997828;26370218.62945971;0.11770582617775102;688.4257659320108
82;377.75026399926685;0.5487159195555186;143.03668949845647;0.45178895710204164;0.16946325859916955;26543038.099132776;0.11783825133129937;688.4259241198239
83;377.294771370232;0.5480541460559952;142.84926081718694;0.4511969423427676;0.16983320378577005;26715174.238217622;0.11797163039250394;688.4260872495679
84;376.83209034546115;0.5473819196100534;142.66229718683064;0.45060639669369407;0.17020396305394625;26886596.527353227;0.11808798337691614;688.4262648169137
85;376.3551301620466;0.5466889292742579;142.47602736066145;0.4500180428527082;0.17057566802898783;27057258.93236807;0.11816969053987345;688.4264707201344
86;375.8782914547463;0.5459961155837418;142.2901317963351;0.4494308712659942;0.1709483695085683;27227166.104295284;0.11825351650949872;688.4266769057192
87;375.40171440049716;0.5453036826601714;142.10460200108048;0.4488448551044598;0.17132218232849417;27396273.91593373;0.11833982304273669;688.4268827402076
88;374.92897715533985;0.5446168356289605;141.91934174618154;0.4482596904772369;0.17169955424159078;27564435.343775928;0.11844355342755086;688.427078686149
89;374.46132022184867;0.5439373847274968;141.73495084989344;0.4476772723956471;0.17207579801374506;27735406.9863168;0.11858247196501644;688.4272541947955
90;373.9924905744901;0.5432562304860485;141.5508150707863;0.44709566021312114;0.17245187502447434;27905838.49118656;0.11871731265208252;688.4274299806575
91;373.5335622446904;0.5425894808078486;141.3670571865821;0.4465152417182642;0.17283860137262175;28073028.912829787;0.11889047018168492;688.4275782282862
92;373.0730222189889;0.541920387533397;141.1836426991778;0.4459359079453284;0.1732260959576386;28239342.214012593;0.11905957149785182;688.4277299790598
93;372.6112668366248;0.5412495271176462;141.0004130097489;0.4453571578821981;0.17361456118479113;28404653.098153025;0.11922465381239802;688.4278843085877
94;372.14929785638986;0.5405783567336775;140.81763201650537;0.44477982521122217;0.17400377174362391;28569146.358301967;0.1193903727615555;688.4280386381317
95;371.6884784266378;0.5399088562966237;140.635484881825;0.44420449472465234;0.17439345642262094;28733005.923211128;0.11956385833973524;688.4281931882846
96;371.227935062513;0.5392397570296433;140.45335637869852;0.44362922315291214;0.17478332769797533;28896406.153535783;0.11974091776424418;688.4283479159451
97;370.7539347740261;0.538551089871484;140.27078377273003;0.44305254892899454;0.1751735636127283;29059276.455860138;0.1198830747331394;688.4285293387859
98;370.2776107097432;0.537859043902549;140.0876853739499;0.4424742140065063;0.17556403910685192;29221674.272000313;0.12001937840847073;688.4287154922903
99;369.82299318582113;0.5371985308347582;139.9040453114871;0.4418941682507308;0.17595502412098418;29383437.774769068;0.12021300153878045;688.4288991095143
100;369.3928189221453;0.5365735518499017;139.7201740043719;0.44131339228462896;0.17635805441352181;29541812.280532002;0.1204868495523573;688.4290469565993
