solar_data;heat_demand;el_spot_price;ambient_temperature;el_price;cop_lthp;P_max_hp;P_min_hp;c_1_hp;c_0_hp
0;192;17.75;7.814;103.26;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;194;14.63;7.5;100.14;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;193;14.16;7.259;99.67;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;179;8.44;7.018;93.95;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;170;4.06;6.814;89.57;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;163;0.3;6.706;85.81;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;168;-2.66;6.581;82.85;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;169;-1.92;6.429;83.59;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;204;0.09;6.236;85.6;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;208;9.52;6.105;95.03;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;216;15.68;6.018;101.19;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;220;22.92;6.02;108.43;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;225;22.99;6.208;108.5;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;226;22.15;6.409;107.66;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;213;22.16;6.522;107.67;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;212;22.53;6.534;108.04;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;210;22.08;6.35;107.59;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
5.25E-05;194;22.09;6.024;107.6;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;210;22.19;5.598;107.7;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;241;23.35;5.212;108.86;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;234;23.31;5.043;108.82;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;226;28.42;5.095;113.93;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;226;29.99;5.286;115.5;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;221;24.61;5.472;110.12;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;196;22.51;5.485;108.02;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;203;17.59;5.393;103.1;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;204;14.18;5.605;99.69;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;192;9.53;5.708;95.04;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;177;13.75;5.429;99.26;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;173;11.58;5.022;97.09;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;175;8.09;4.709;93.6;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;180;6.93;4.439;92.44;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;187;9.04;4.151;94.55;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;220;13.74;3.929;99.25;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;230;21.41;3.724;106.92;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;234;33.25;3.644;118.76;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;245;35;3.918;120.51;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;238;33.96;4.283;119.47;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;231;25.44;4.466;110.95;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;222;22.93;4.393;108.44;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;232;21.46;4.408;106.97;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;226;20.95;4.508;106.46;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;238;22.93;4.444;108.44;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;234;23.02;4.071;108.53;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;225;26.4;3.784;111.91;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;234;32.62;3.494;118.13;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;241;36.69;3.002;122.2;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;248;36.19;2.471;121.7;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;242;30.13;2.119;115.64;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;225;23.75;2.069;109.26;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;215;22.41;2.074;107.92;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;193;17.13;2;102.64;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;191;18.04;2.103;103.55;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;186;16.38;2.391;101.89;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;190;15.99;2.529;101.5;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;205;15.29;2.487;100.8;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;211;13.93;2.402;99.44;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;232;17.01;2.429;102.52;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;250;22.43;2.357;107.94;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;249;31.96;2.405;117.47;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;260;30.91;2.95;116.42;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;259;27.93;3.639;113.44;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;238;29.19;4.262;114.7;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0.000235493;201;30.22;4.585;115.73;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0.000176353;189;27.97;4.709;113.48;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
7.69E-05;212;26.87;4.576;112.38;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;230;25.85;3.998;111.36;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
2.52E-05;233;27.94;2.648;113.45;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;238;27.81;1.724;113.32;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;253;35;1.554;120.51;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;267;42.18;1.269;127.69;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;254;39.01;0.886;124.52;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;251;32.04;0.746;117.55;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;217;26.96;0.779;112.47;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;214;27.83;0.927;113.34;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;208;23.98;0.958;109.49;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;198;24.61;0.843;110.12;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;193;23;0.879;108.51;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;197;22.22;1.359;107.73;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;204;20.1;1.729;105.61;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;207;21.18;1.837;106.69;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;219;21.18;1.716;106.69;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;260;25.97;1.936;111.48;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;251;33.92;2.41;119.43;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;248;37.48;2.879;122.99;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;230;35.25;3.126;120.76;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;240;36.5;3.233;122.01;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;232;35.94;3.239;121.45;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;237;34.36;3.426;119.87;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;264;31.95;3.98;117.46;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;244;27.74;4.743;113.25;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;231;25.33;5.381;110.84;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;222;24.78;5.778;110.29;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;219;29.96;5.751;115.47;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;220;33.09;5.543;118.6;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;223;28.01;5.492;113.52;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;216;25.7;5.621;111.21;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;199;23.12;5.879;108.63;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;181;24.55;6.158;110.06;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;165;22.71;6.242;108.22;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;165;18.18;6.285;103.69;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;160;15.55;6.205;101.06;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;162;16.01;6.22;101.52;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;163;14.33;6.303;99.84;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;171;13.78;6.568;99.29;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;179;13.98;6.66;99.49;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;188;15.05;6.722;100.56;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;198;16.08;6.784;101.59;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;204;18.02;6.982;103.53;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;206;19.34;7.215;104.85;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;210;17.1;7.483;102.61;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;208;16.5;7.63;102.01;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;204;16.09;7.691;101.6;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;196;15.11;7.641;100.62;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;191;13.99;7.348;99.5;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;193;15.29;6.926;100.8;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;198;17.01;6.805;102.52;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;199;19.97;6.723;105.48;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;201;23.15;6.583;108.66;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;192;21.02;6.169;106.53;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;187;16.07;5.712;101.58;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;181;12.71;5.361;98.22;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;167;15.04;5.294;100.55;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;160;11.74;5.317;97.25;4.857886965;34.0403224;12.26684169;2.648716097;-15.56839214
0;158;5.01;5.009;90.52;4.952358554;33.82171131;12.19293639;2.67254269;-15.38996733
0;156;5.98;5.022;91.49;4.952358554;33.82171131;12.19293639;2.67254269;-15.38996733
0;157;5.62;5.135;91.13;4.952358554;33.82171131;12.19293639;2.67254269;-15.38996733
0;169;3.05;4.985;88.56;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;171;0.93;4.857;86.44;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;178;0.08;4.719;85.59;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;188;-0.92;4.632;84.59;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;182;1.13;4.883;86.64;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;191;5.74;6.039;91.25;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;198;8.01;7.093;93.52;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;189;12.92;7.788;98.43;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;194;13.79;8.248;99.3;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;190;13.84;8.388;99.35;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;192;12.19;8.05;97.7;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
3.68E-05;193;11.76;7.509;97.27;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;176;10.01;6.829;95.52;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;184;13.32;6.453;98.83;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;201;16.64;6.216;102.15;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;210;22.17;5.925;107.68;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;214;17.28;5.717;102.79;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;196;17.88;5.68;103.39;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;181;13.79;5.62;99.3;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;177;15.04;5.244;100.55;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;162;9.29;4.586;94.8;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;170;10.02;4.135;95.53;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;178;7.99;3.958;93.5;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;187;5.24;3.797;90.75;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;187;1.16;3.654;86.67;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;186;1.4;3.895;86.91;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;190;7.32;4.533;92.83;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;211;12.32;4.494;97.83;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;223;16.17;4.125;101.68;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;230;16.55;5.297;102.06;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;227;16.41;6.613;101.92;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;204;16.56;7.195;102.07;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;173;16.61;7.383;102.12;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;194;16.35;7.382;101.86;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;193;16.1;7.123;101.61;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
5.37E-06;197;16.15;6.683;101.66;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;208;16.35;6.23;101.86;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;232;15.94;5.961;101.45;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;224;20.88;5.835;106.39;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;216;27.26;5.753;112.77;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;208;21.02;5.692;106.53;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;206;15.24;5.339;100.75;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;197;12.52;5.038;98.03;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;182;12.11;5.391;97.62;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;169;9.72;5.787;95.23;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;166;-19.94;5.735;65.57;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;157;-12.34;5.635;73.17;4.857886965;34.0403224;12.26684169;2.648716097;-15.56839214
0;166;-19.95;5.513;65.56;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;180;-19.3;5.341;66.21;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;198;-5.52;5.213;79.99;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;194;2.79;5.091;88.3;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;204;16.98;4.878;102.49;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;238;19.75;4.78;105.26;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;223;23.43;4.967;108.94;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;231;20.99;5.371;106.5;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
5.95E-05;215;23.9;5.77;109.41;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0.000163619;218;24.93;5.95;110.44;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
4.77E-06;217;27.03;6.018;112.54;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0.000104383;218;28.69;5.869;114.2;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
5.22E-05;220;27.44;5.387;112.95;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;209;26.97;4.239;112.48;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;206;27.24;3.423;112.75;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;211;31.01;3.536;116.52;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;220;39.98;3.604;125.49;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;218;34.06;3.491;119.57;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;199;28.77;3.206;114.28;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;197;23.97;2.957;109.48;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;173;20.78;2.618;106.29;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;171;15.99;2.426;101.5;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;159;13.08;2.3;98.59;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;165;13.68;2.645;99.19;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;183;13.06;3.039;98.57;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;199;13.41;3.091;98.92;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;202;14.3;3.02;99.81;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;198;16.2;2.918;101.71;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;216;22.8;2.752;108.31;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;219;30.59;2.955;116.1;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;226;32.05;3.334;117.56;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;222;32.42;3.591;117.93;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;225;30.94;3.702;116.45;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;226;29.98;3.745;115.49;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;226;25.97;3.713;111.48;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;235;27.74;3.693;113.25;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;225;27.44;3.651;112.95;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;224;27.77;3.575;113.28;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;223;28.68;3.54;114.19;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;230;32.1;3.521;117.61;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;230;36.59;3.454;122.1;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;227;29.44;3.347;114.95;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;210;23.18;3.352;108.69;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;204;21.66;3.373;107.17;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;178;21.94;3.345;107.45;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;163;18.88;3.278;104.39;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;163;17.72;3.194;103.23;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;163;17.46;3.014;102.97;4.766176147;34.25892976;12.33920125;2.624892675;-15.74055989
0;183;16.91;2.867;102.42;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;196;16.97;2.749;102.48;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;184;17.66;2.572;103.17;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;194;18.55;2.411;104.06;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;202;20.84;2.382;106.35;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;243;30.82;2.685;116.33;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;230;25.34;3.251;110.85;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;225;22.84;3.628;108.35;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;222;21.12;3.988;106.63;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;209;24.74;4.392;110.25;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;194;23.72;4.637;109.23;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;201;23.01;4.697;108.52;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;211;21.03;4.398;106.54;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;208;30;3.688;115.51;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;220;31.58;2.997;117.09;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;227;36;2.791;121.51;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;227;41.02;2.622;126.53;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;221;41.34;2.387;126.85;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;214;32.98;2.064;118.49;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;209;29.96;1.771;115.47;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;194;29.46;1.586;114.97;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;172;26.1;1.375;111.61;4.586994602;34.69573394;12.49824752;2.579498977;-16.14356649
0;168;22.81;1.023;108.32;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;165;21.59;0.687;107.1;4.676307121;34.47740138;12.41535884;2.601716896;-15.92850174
0;179;21.3;0.336;106.81;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;192;19.86;-0.062;105.37;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;197;20.69;-0.396;106.2;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;206;21.64;-0.585;107.15;4.248251613;35.58189366;12.82487485;2.489575255;-16.95506992
0;225;27.18;-0.718;112.69;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;274;36.43;-0.309;121.94;3.746653714;37.18358793;13.38013839;2.32753388;-18.19329584
0;264;37.3;0.474;122.81;3.746653714;37.18358793;13.38013839;2.32753388;-18.19329584
0;245;34.97;1.397;120.48;3.810832545;36.94758561;13.30148415;2.351159378;-18.03006828
0;236;34.7;2.224;120.21;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;224;33.48;2.801;118.99;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;259;30;3.122;115.51;3.746653714;37.18358793;13.38013839;2.32753388;-18.19329584
0;243;26.93;3.137;112.44;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;245;25.62;2.787;111.13;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;237;25;1.532;110.51;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;244;27.18;0.351;112.69;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;244;34.56;0.015;120.07;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;254;40.36;-0.233;125.87;3.810832545;36.94758561;13.30148415;2.351159378;-18.03006828
0;252;35.56;-0.421;121.07;3.810832545;36.94758561;13.30148415;2.351159378;-18.03006828
0;241;29.96;-0.59;115.47;3.810832545;36.94758561;13.30148415;2.351159378;-18.03006828
0;229;26.45;-0.593;111.96;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;202;27.18;-0.541;112.69;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;181;25.45;-0.508;110.96;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;177;22.23;-0.465;107.74;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;184;21.1;-0.421;106.61;4.500125625;34.9153716;12.58159688;2.557311063;-16.35785515
0;195;20.21;-0.44;105.72;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;209;19.94;-0.548;105.45;4.165619712;35.80654297;12.90373289;2.466467192;-17.13741451
0;210;19.9;-0.63;105.41;4.012264153;36.26249536;13.05978081;2.419744664;-17.48521477
0;219;19.98;-0.677;105.49;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;219;19.9;-0.719;105.41;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;230;21.48;-0.248;106.99;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;239;28.38;0.412;113.89;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;251;30.36;1.098;115.87;3.810832545;36.94758561;13.30148415;2.351159378;-18.03006828
0;249;30.09;1.726;115.6;3.810832545;36.94758561;13.30148415;2.351159378;-18.03006828
0.000116262;218;29.84;2.297;115.35;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0.000141882;226;26.75;2.81;112.26;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;229;23.93;2.832;109.44;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;233;21.37;2.328;106.88;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;236;21.15;1.293;106.66;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;235;20.96;0.405;106.47;3.943559123;36.49017739;13.14129955;2.396954027;-17.67198082
0;248;24.69;0.178;110.2;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;258;29.65;0.056;115.16;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;258;24.61;0.105;110.12;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;250;19.91;0.328;105.42;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;233;18.7;0.547;104.21;3.876441883;36.71748393;13.22186914;2.374200216;-17.85499014
0;212;18.47;0.769;103.98;4.084084337;36.03446174;12.98147701;2.443018342;-17.31051627
0;190;16.88;0.913;102.39;4.330724041;35.35770796;12.74490215;2.512571269;-16.76635103
0;187;13.06;1.028;98.57;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
0;187;10.28;1.017;95.79;4.414441541;35.13662371;12.66381162;2.534933773;-16.56455258
