label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;30294.310973979304;False;False;0.49690379706448556;False;False;1.005;True;False;0;False;False;0x000002701315AA88;False;nan;0x000002701303B348;True;m;51.18057324774657;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;5454.595322948304;False;False;0.7471683199597768;False;False;1.335859422818488;False;False;0;False;False;0x00000270144FD5C8;False;nan;0x0000027011B23608;True;m;4.314935199466876;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;34975.602320500766;False;False;0.7471683199597777;False;False;5.000000000000002;True;False;0;False;False;0x0000027011A2B308;False;nan;0x0000027011B23608;True;m;19.5378157359169;False
