label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser;Condenser;['total delivered heat'];[None];[-2240000.000000001];['0x000001BD48A97F88'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-2240000.000000001;False;False;123971.51300169465;False;False;18.06866711362457;False;False;5.000000000000227;True;False;44.49837161547447;False;False;0.9900000000000001;True;False;0.99;True;False;875289.8282792566;False;False;68800.60051298242;False;False;0x000001BD488F8D88;False;m;0x000001BD488F8308;False;m;False;True
