label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['total delivered heat'];[None];[-75000000.0];['0x00000161AA55ED48'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-75000000.0;False;False;4150838.1579602896;False;False;18.06863990978988;False;False;4.999999999998465;True;False;44.49827149224109;False;False;0.99;True;False;0.99;True;False;780.7927278900787;False;False;61.371358779331786;False;False;False;False;0x00000161AA5A3288;False;m;0x00000161AA5A3348;False;m;-200719.7122023058;False;218812.2218722751;False;18092.509669969324;False;nan;False
