label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;['total compressor power'];[None];[1532.5250256912598];['0x000002198C9EDA08'];['eta_s'];['eta_s_char'];nan;False;False;1532.5250256912598;False;False;0.7999999981774061;True;False;1.0203040506070808;False;False;0x000002198C42AA48;False;nan;0x000002198C42A408;False;nan;0.94848749194358;False
evaporator reciculation pump;pump;['total compressor power'];[None];[101.4844216332947];['0x000002198C9ED288'];['eta_s'];['eta_s_char'];nan;False;False;101.4844216332947;False;False;0.8000000000185482;True;False;1.0101010101010102;False;False;0x000002198C42AD88;False;nan;0x000002198C42AA08;False;nan;0.07457981827681048;False
pump;pump;['total compressor power'];[None];[4096.226509055639];['0x000002198C9EDFC8'];['eta_s'];['eta_s_char'];nan;False;False;4096.226509055639;False;False;0.7500000145280264;True;False;1.0412328196584757;False;False;0x000002198C42AD08;False;nan;0x000002198C42A048;False;nan;3.642382854939071;False
