label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_param;Q1_char;Q1_char_set;Q1_char_param;Q2_char;Q2_char_set;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_param;S;S_set
internal combustion engine;combustion_engine;['power', 'heat', 'ti', 'ice_power'];['P', 'Q', 'TI', 'P'];[-28565036.07773794, -10247057.48752308, 59986575.76324967, -28565036.07773794];['0x000002189AF10748', '0x000002189AF1EBC8', '0x000002189AF19EC8', '0x000002189AF10888'];['pr1'];['zeta1'];nan;False;False;1.0;True;False;59986575.76324967;False;False;28565036.07773794;True;True;5123528.74376154;False;False;5123528.74376154;False;False;8426685.642932693;True;True;0.98;True;False;0.98;False;False;7087.5176861325535;False;False;7087.5176861325535;False;False;0x000002189AF19748;False;nan;0x000002189B2B31C8;False;nan;0x000002189B2B3288;False;nan;0x000002189B2B3608;False;nan;nan;False
