label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
consumer;heat_exchanger_simple;[];[];[];[];[];[];nan;False;False;-75023284.93947002;False;False;0.99;True;False;60.738307103497256;False;False;1;False;False;1;False;False;0.0001;False;False;1;False;False;1;False;False;0x000001BCFDD9DE88;False;m;-218853.73157944047;False;nan;False;nan;False;default;default
