label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
cooling water pump;pump;['power'];[None];[6209.317191298337];['0x000002189AF108C8'];['eta_s'];['eta_s_char'];nan;False;False;6209.317191298337;False;False;0.8000000000249575;True;False;1.0411265822521234;False;False;0x000002189AF19348;False;m;0x000002189CA6C808;False;nan;3.8429614675542814;False
