,0.6,0.7,0.8,0.9,1.0,1.1
6,1.4368361513821988,1.5121601894284735,1.5723131186682784,1.6215583102294853,1.6617198684568741,1.6852406486506912
9,1.4824911436504884,1.5611457889687526,1.6241996390166527,1.6758017863906571,1.717885477635203,1.742369787000063
12,1.5287208783129123,1.611240629985957,1.6773918875852227,1.7315049872782367,1.7756233825914085,1.8011522937449496
15,1.5700602698090353,1.6569750938520527,1.7267220059185864,1.7837945322132165,1.8302128042308097,1.8573247112688105
18,1.611798893002469,1.7033847275469796,1.7769731791050478,1.837214747641486,1.8861073336007503,1.9149435659546397
21,1.6539154101355371,1.7504636780573255,1.8281586953016027,1.89179952576354,1.9433609059743204,1.9740844582341486
24,1.6963857869205186,1.7982025843717646,1.8802879168068165,1.9475789345323193,2.0020232644835585,2.034818984408642
