,0.49999999999999994,0.5999999999999999,0.6999999999999998,0.7999999999999999,0.8999999999999999,0.9999999999999999,1.0999999999999999
6,1.8730131012295141,1.9605227589924035,2.03140505196719,2.099074802241567,2.156536923601415,2.1557594057077205,2.053834825973113
12,2.0975189534457623,2.1853203882815286,2.256604977236119,2.3253763822539466,2.3857982539446523,2.3810509203696326,2.2582297814794963
18,2.3544860561954573,2.4417048278509497,2.512843351919038,2.581918024226669,2.6460458696829887,2.6356733763970572,2.490307795033156
24,2.648608435840506,2.7346883679088942,2.805331364868195,2.8744701781171345,2.9434920830268476,2.927325957359242,2.7557763413254546
30,2.9847079585450214,3.069847320795991,3.1401615681691033,3.2108142246074927,3.285776825176416,3.261927248645936,3.061626330587057
