label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;3786788.8716312316;False;False;0.4969037970644535;False;False;1.005;True;False;0;False;False;0x0000023B62A18A48;False;nan;0x0000023B61627F88;True;m;6397.571655735921;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;350133.71327214746;False;False;0.7202280749253951;False;False;1.243720101496335;False;False;0;False;False;0x0000023B61627DC8;False;nan;0x0000023B62D5D7C8;True;m;311.3715345161052;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;2971927.8807893107;False;False;0.7202280749253941;False;False;5.000000000000004;True;False;0;False;False;0x0000023B62A1D088;False;nan;0x0000023B62D5D7C8;True;m;1848.4620508007947;False
